id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
dust_015,28.647421,77.316557,Unpaved Area D,dust,106,68.7,223.4,0.53,19.8,7.9,40,25,4.3,2025-07-21T20:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,89,46.7,94,0.56,12.7,5.6,41,24.6,2.9,2025-07-21T20:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,123,101.4,193.2,1.41,35.9,5.3,35,24.1,3.1,2025-07-21T21:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,79,81.5,115.4,1.07,48.2,4.8,38,20.5,5.5,2025-07-21T21:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,88,87.9,101.9,1.04,29.8,7.5,33,23,4.5,2025-07-21T21:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,64,41.6,69.2,0.86,17.5,7.9,49,21.4,5.6,2025-07-21T21:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,119,100.3,163.8,0.72,47.5,12.9,34,22.7,5,2025-07-21T21:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,80,55.3,112.7,1.75,34,12.5,44,23.1,3.4,2025-07-21T21:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,69,47.2,67.3,2.73,42.2,11.9,45,20.5,5.1,2025-07-21T21:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,102,68.4,80.3,2.28,35.5,16.2,35,20.9,4.5,2025-07-21T21:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,114,49.6,109.4,2.8,41.6,11.9,31,22.7,3.6,2025-07-21T21:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,54,52.6,54.3,0.91,23,9.4,41,24.4,5.5,2025-07-21T21:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,103,43,53.8,2.37,34.3,9.4,40,22.6,2.7,2025-07-21T21:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,101,102.2,227,0.31,22.4,5.4,49,21.1,3.8,2025-07-21T21:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,104,65.4,247.7,0.74,17.8,6.5,44,24.1,4.1,2025-07-21T21:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,125,89.6,161.9,0.44,16.8,3.1,49,21.6,5.2,2025-07-21T21:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,110,105,130,0.37,13,7.9,35,25.1,3.5,2025-07-21T21:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,65,63.4,97.4,0.6,18,3.3,37,20.9,4.8,2025-07-21T21:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,89,80.5,202,1.07,40.6,10.1,42,21.1,4,2025-07-21T22:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,89,101.9,148.5,0.71,32.2,10,34,23.3,4.4,2025-07-21T22:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,115,92.3,202.8,1.26,44.7,8.8,37,25,4.1,2025-07-21T22:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,89,103.4,116.3,1.3,45.5,12.7,42,23.2,4.8,2025-07-21T22:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,66,54.4,144,1.08,22,4.8,43,23.9,3.8,2025-07-21T22:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,94,68.8,55.5,1.49,45.8,15.2,38,21.5,5.1,2025-07-21T22:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,57,41.9,64.2,1.23,31.2,8.2,43,20.4,5.4,2025-07-21T22:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,113,79.8,113,1.73,53.2,17.1,36,20.8,4.9,2025-07-21T22:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,91,61,104.4,2.56,30.4,9.5,44,21.8,3.9,2025-07-21T22:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,47,39.9,66.7,1.79,24.4,8.8,44,20.7,5,2025-07-21T22:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,102,54.1,107.3,2.27,29.3,14.4,38,23.1,3.2,2025-07-21T22:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,92,109,185,0.5,17.2,3.2,34,21.8,4,2025-07-21T22:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,116,112.2,121.4,0.72,12.2,4.4,39,21.4,5.5,2025-07-21T22:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,94,106.3,168.6,0.64,19,6,39,22.2,5.3,2025-07-21T22:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,115,60.3,171.2,0.31,18.3,9.3,50,23.1,5.5,2025-07-21T22:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,75,49.8,154.5,0.48,10,5.1,40,20.3,3.3,2025-07-21T22:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,86,58.2,102.3,1.49,30,13.9,50,22.3,4.2,2025-07-21T23:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,81,109.2,101.5,0.94,23.7,6.9,43,23.8,3.4,2025-07-21T23:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,78,43.7,72.8,0.53,28.7,7.4,43,20.6,3.8,2025-07-21T23:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,72,54.5,108.6,0.83,42.5,8.3,46,24.1,4,2025-07-21T23:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,108,108.6,94.8,0.73,40.8,6.7,46,23.9,3.1,2025-07-21T23:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,118,61.4,65.9,2.51,36.1,17.7,43,21,5.2,2025-07-21T23:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,95,68,85.1,1.74,31.7,9.4,36,25.1,5.1,2025-07-21T23:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,95,42.1,111.9,2.1,58.2,11.2,40,21.9,3.4,2025-07-21T23:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,120,52.7,109,1.7,48.1,10.7,42,20.7,5.3,2025-07-21T23:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,80,71.7,76.6,1.73,28.5,13.9,42,23.7,3,2025-07-21T23:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,81,36.2,60.4,1.04,33.1,11.2,40,24.4,5.6,2025-07-21T23:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,68,65.5,153.2,0.33,10.9,5.9,31,22.3,3,2025-07-21T23:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,92,57.2,155.4,0.59,10.8,2.3,35,22.1,4.4,2025-07-21T23:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,107,114.7,164.4,0.71,13.1,8.6,42,21,4.8,2025-07-21T23:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,103,73.6,230,0.57,20.4,7.1,31,20.5,3.7,2025-07-21T23:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,109,101.3,220.7,0.74,12.1,5.8,42,24.2,2.8,2025-07-21T23:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,72,52.1,167.7,1.36,47.9,8.7,47,23.3,3.8,2025-07-22T00:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,102,87.7,148.5,0.76,45.6,13.7,46,22.6,4.2,2025-07-22T00:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,111,52.8,161.2,0.89,27.4,5.6,46,24.2,5.4,2025-07-22T00:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,84,89.7,181.1,1.46,34.5,9.2,37,22,5.6,2025-07-22T00:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,111,59.1,148.1,1.64,35.7,9.1,40,20.6,3.2,2025-07-22T00:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,60,46.6,35.9,1.23,38.4,7.2,50,23.6,4.7,2025-07-22T00:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,80,39.2,108.7,2.45,44.1,15.8,33,24.9,3.2,2025-07-22T00:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,75,44.8,56.8,2.45,26.8,14.7,40,22.1,4.1,2025-07-22T00:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,85,72.8,114.6,1.26,24.4,14.7,42,25.2,3.2,2025-07-22T00:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,123,76.7,81,1.63,27.1,15.6,32,24.2,3,2025-07-22T00:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,70,71.9,69.1,2.77,44.2,10.3,41,21.3,3,2025-07-22T00:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,84,95.4,149.3,0.76,18,7.2,48,25,4.2,2025-07-22T00:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,127,64.6,134.3,0.77,26.6,6.5,40,23.9,4.7,2025-07-22T00:00:00.000Z,moderate,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,120,120.8,170.8,0.47,22.3,7,32,21.1,5.1,2025-07-22T00:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,89,80.3,235.3,0.84,24.1,4,48,20.4,3.4,2025-07-22T00:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,131,80.8,121.9,0.75,20.8,6.1,37,24.3,4.2,2025-07-22T00:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,126,56.6,256.5,1.33,51,17.5,32,31.4,2.9,2025-07-22T01:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,146,180.2,202,1.83,76.8,12.7,23,29.2,3,2025-07-22T01:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,208,157.5,259.2,1.85,60.3,13.6,23,32.8,3.9,2025-07-22T01:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,142,101.8,207.1,1.91,35.6,10.8,28,31.7,5.6,2025-07-22T01:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,223,117.5,228.4,2.58,36.5,25.9,31,32.7,3.3,2025-07-22T01:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,182,118.4,101.5,4.08,59.3,26.3,34,31.2,3.7,2025-07-22T01:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,152,71.7,138.3,4.43,80.8,16.3,28,30.1,5.5,2025-07-22T01:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,162,83.4,183,3.03,72.2,27.6,23,29.3,3.2,2025-07-22T01:00:00.000Z,high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,171,95.5,106.2,2.26,45.2,21.9,25,32.9,5.5,2025-07-22T01:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,205,96.5,99.4,2.6,81.4,30.3,41,30.4,5.4,2025-07-22T01:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,125,59.6,87.5,2.26,52.8,25.6,41,28.4,5.1,2025-07-22T01:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,145,112.3,277.2,1.23,30.5,9.9,37,30.6,5,2025-07-22T01:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,154,172,242,0.55,31.3,14,27,29.7,3.4,2025-07-22T01:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,141,181.4,394.4,0.88,28.9,5.7,33,31.5,3.9,2025-07-22T01:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,152,150.5,430.8,1.02,22.5,10.2,32,29.5,5.1,2025-07-22T01:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,211,118.2,348.3,0.81,26.3,6.9,33,28.4,4.1,2025-07-22T01:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,207,131.6,201.3,2.29,82.7,9.9,35,35.1,4.9,2025-07-22T02:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,196,135,237.5,1.41,55.4,13.8,22,36.1,2.9,2025-07-22T02:00:00.000Z,high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,185,186.2,310.5,1.36,82.9,14.9,18,34.2,3.1,2025-07-22T02:00:00.000Z,high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,199,86.3,195.1,2.11,37.2,19.8,22,33.4,3.6,2025-07-22T02:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,164,98.1,220.1,2.3,77,16.7,20,35.4,5,2025-07-22T02:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,290,131.8,193.7,7.57,127.6,54.3,29,36.7,5,2025-07-22T02:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,322,140.6,325,5.9,132.3,36.9,21,36.7,2.8,2025-07-22T02:00:00.000Z,hazardous,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,292,233.4,159.1,7.86,143.5,28.4,18,32.1,4.2,2025-07-22T02:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,197,80.8,185.1,3.96,77.8,29.4,21,32.4,4.6,2025-07-22T02:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,276,192.7,201.7,8.33,134.9,53.1,24,34.7,3.9,2025-07-22T02:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,349,249.5,304.8,5.37,134,35.1,22,35.7,3.6,2025-07-22T02:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,173,141.6,276.9,1.15,24.2,9.2,23,33.1,3.5,2025-07-22T02:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
